y,hand1-x0,hand1-x1,hand1-x2,hand1-x3,hand1-x4,hand1-x5,hand1-x6,hand1-x7,hand1-x8,hand1-x9,hand1-x10,hand1-x11,hand1-x12,hand1-x13,hand1-x14,hand1-x15,hand1-x16,hand1-x17,hand1-x18,hand1-x19,hand1-x20,hand1-y0,hand1-y1,hand1-y2,hand1-y3,hand1-y4,hand1-y5,hand1-y6,hand1-y7,hand1-y8,hand1-y9,hand1-y10,hand1-y11,hand1-y12,hand1-y13,hand1-y14,hand1-y15,hand1-y16,hand1-y17,hand1-y18,hand1-y19,hand1-y20,hand2-x0,hand2-x1,hand2-x2,hand2-x3,hand2-x4,hand2-x5,hand2-x6,hand2-x7,hand2-x8,hand2-x9,hand2-x10,hand2-x11,hand2-x12,hand2-x13,hand2-x14,hand2-x15,hand2-x16,hand2-x17,hand2-x18,hand2-x19,hand2-x20,hand2-y0,hand2-y1,hand2-y2,hand2-y3,hand2-y4,hand2-y5,hand2-y6,hand2-y7,hand2-y8,hand2-y9,hand2-y10,hand2-y11,hand2-y12,hand2-y13,hand2-y14,hand2-y15,hand2-y16,hand2-y17,hand2-y18,hand2-y19,hand2-y20,handdistance-0,handdistance-1,handdistance-2,handdistance-3,handdistance-4,handdistance-5,handdistance-6,handdistance-7,handdistance-8,handdistance-9,handdistance-10,handdistance-11,handdistance-12,handdistance-13,handdistance-14,handdistance-15,handdistance-16,handdistance-17,handdistance-18,handdistance-19,handdistance-20
Rat,0,-0.095925331,-0.141527712,-0.17406255,-0.202949286,-0.12919569,-0.182334423,-0.212109119,-0.226147801,-0.111673832,-0.189579785,-0.212320328,-0.213325053,-0.097613811,-0.184219539,-0.205001503,-0.20479092,-0.090428293,-0.16261971,-0.186586499,-0.195526063,0,-0.01481241,-0.05950439,-0.098991573,-0.124200046,-0.183585644,-0.208031356,-0.184282899,-0.157330275,-0.18393451,-0.166808069,-0.110541224,-0.064999759,-0.160266876,-0.130039155,-0.067555904,-0.017841637,-0.115453482,-0.071252942,-0.025045097,0.011728346,0,0.033620566,0.082159162,0.132801235,0.16464901,0.093224019,0.181755841,0.198814154,0.179973483,0.098823458,0.216174245,0.207131028,0.172432363,0.108050525,0.213163018,0.1989308,0.167499125,0.115964323,0.200641155,0.187597036,0.158626497,0,-0.093591332,-0.174684405,-0.234386653,-0.280011952,-0.200198919,-0.252272457,-0.207310289,-0.169025242,-0.152992249,-0.164148331,-0.119386077,-0.110794902,-0.091442704,-0.096707463,-0.066621423,-0.063345671,-0.023316503,-0.037062943,-0.020584464,-0.018493056,0,0.151618792,0.251599391,0.335406038,0.39925663,0.223039297,0.366768313,0.411567973,0.406289637,0.21275933,0.405762747,0.4195446,0.388466188,0.216874586,0.398778007,0.403933384,0.375060655,0.226024633,0.364866294,0.374210122,0.355439684
Rat,0,-0.058964819,-0.10603559,-0.145065248,-0.179697841,-0.114239156,-0.202988237,-0.227120727,-0.223605841,-0.116534829,-0.228249133,-0.243632585,-0.230255872,-0.119560599,-0.2360847,-0.244768381,-0.228896022,-0.126909971,-0.213502496,-0.232783586,-0.233014286,0,-0.041944563,-0.083456814,-0.102345109,-0.099229336,-0.165162146,-0.171637297,-0.115905166,-0.067118287,-0.16514039,-0.148463964,-0.084386408,-0.034798324,-0.139713466,-0.126624286,-0.058527887,-0.009499788,-0.096859753,-0.069185436,-0.022595465,0.015977442,0,0.029426903,0.078469291,0.13316144,0.178731486,0.059403852,0.123311087,0.161566243,0.163271919,0.058031723,0.171613082,0.180185512,0.155347779,0.066396549,0.178084448,0.17701219,0.151396975,0.08083199,0.1777751,0.177138343,0.15557982,0,-0.083743691,-0.159725308,-0.196061969,-0.182894468,-0.20163089,-0.271629423,-0.239360124,-0.191325516,-0.159583271,-0.180330515,-0.130209565,-0.109736025,-0.102510631,-0.114981353,-0.076005161,-0.060556471,-0.038842678,-0.052128255,-0.03133446,-0.023041129,0,0.0977766,0.199647025,0.293586342,0.368064447,0.177431292,0.341276537,0.407821882,0.406327254,0.174654982,0.401129989,0.426288096,0.392817814,0.189642063,0.414332766,0.422142518,0.383705028,0.215691222,0.391649211,0.410015071,0.390548112
Rat,0,-0.048841864,-0.094308436,-0.138053209,-0.175879568,-0.113901883,-0.191651359,-0.213267863,-0.206607834,-0.123474717,-0.220386893,-0.232834965,-0.217411146,-0.129273325,-0.234395891,-0.240472853,-0.221336812,-0.132900834,-0.215630651,-0.231233895,-0.227094978,0,-0.076683044,-0.125156343,-0.142549813,-0.133576989,-0.181329012,-0.202432096,-0.159631848,-0.121266603,-0.170555651,-0.169406652,-0.116728425,-0.078764617,-0.138356149,-0.138115704,-0.080231965,-0.041550279,-0.090849042,-0.069271445,-0.02652669,0.006475925,0,0.028724514,0.071604095,0.118459903,0.149783216,0.042968653,0.099274464,0.144392483,0.155978315,0.040956743,0.150771372,0.176999114,0.165540121,0.047540016,0.153311066,0.167573266,0.151578508,0.062689044,0.151634119,0.166189246,0.154799096,0,-0.085255384,-0.162995338,-0.212638766,-0.218784064,-0.215720534,-0.288731933,-0.26151976,-0.213689834,-0.169244945,-0.192308873,-0.14477706,-0.116952717,-0.108422875,-0.122906864,-0.089048445,-0.070146978,-0.043097496,-0.068826556,-0.058744907,-0.055107415,0,0.078038631,0.170172729,0.265916223,0.336625155,0.160596208,0.303455922,0.371889862,0.374180128,0.164436684,0.371864181,0.410792768,0.384850625,0.179329191,0.388005147,0.408141355,0.37401017,0.201334573,0.367265039,0.398726932,0.3868276
Rat,0,-0.07516098,-0.11706242,-0.153270856,-0.187355861,-0.110631168,-0.200759053,-0.227611542,-0.222553924,-0.110422254,-0.227027208,-0.247522175,-0.234196931,-0.114201188,-0.233345941,-0.24740079,-0.231793046,-0.12338078,-0.215251356,-0.232722551,-0.231334507,0,-0.047864795,-0.102753997,-0.144863784,-0.164127529,-0.202216327,-0.237932622,-0.176975846,-0.120596588,-0.201159507,-0.204275548,-0.131310403,-0.074617982,-0.173848927,-0.164441407,-0.090762556,-0.034964323,-0.130428493,-0.103366852,-0.055211306,-0.018658757,0,0.040506184,0.091142431,0.145337343,0.191386163,0.060467228,0.119174913,0.161743313,0.170706511,0.055285722,0.166798264,0.190042138,0.175468981,0.057477921,0.160890877,0.179711163,0.170228034,0.06742464,0.146385446,0.16573897,0.16305691,0,-0.084822237,-0.15195787,-0.18280375,-0.195206881,-0.223570973,-0.30715245,-0.266423821,-0.214043617,-0.181037307,-0.206342638,-0.148017555,-0.113814235,-0.120483816,-0.135637581,-0.092142731,-0.069182366,-0.05463326,-0.073423862,-0.057414651,-0.053320944,0,0.121427944,0.2139399,0.301008799,0.380015062,0.172425874,0.327336413,0.399497363,0.404210485,0.166925241,0.393830896,0.437883155,0.411536761,0.179781956,0.395287653,0.427114183,0.403474687,0.205308611,0.362874303,0.398467612,0.395911679
Rat,0,-0.065378845,-0.098080516,-0.121166408,-0.1423015,-0.095237792,-0.149392903,-0.162988424,-0.155287385,-0.088644445,-0.162339032,-0.170641184,-0.154598653,-0.083114028,-0.16428268,-0.16703248,-0.145864487,-0.080864847,-0.146482944,-0.155970395,-0.146399736,0,-0.009428978,-0.044126034,-0.071349859,-0.087470174,-0.121221542,-0.131834567,-0.090363383,-0.052654147,-0.121337175,-0.110050559,-0.061791241,-0.026653945,-0.101841688,-0.093378305,-0.045699716,-0.012517273,-0.068570137,-0.043942869,-0.008566439,0.016765714,0,0.024899095,0.068857104,0.121315539,0.161070526,0.05421105,0.120791793,0.131033778,0.116750419,0.062291056,0.146872461,0.150371492,0.131679177,0.072465301,0.152854919,0.149616003,0.129141986,0.083346903,0.149127245,0.149054527,0.134330451,0,-0.068453133,-0.115894169,-0.130721033,-0.131445587,-0.157267421,-0.200489283,-0.161753237,-0.132569224,-0.122935444,-0.138462842,-0.09917742,-0.085692525,-0.076322794,-0.085243762,-0.054067016,-0.044703126,-0.025512218,-0.041102052,-0.024130464,-0.018703818,0,0.107860824,0.181710853,0.249644609,0.306542693,0.153734387,0.278770945,0.302564979,0.283533043,0.150943963,0.310514098,0.323182401,0.292302156,0.157658306,0.317241907,0.316759015,0.27688353,0.169763021,0.295623839,0.305421744,0.282962058
Rat,0,0.025840372,0.068159848,0.090887815,0.110253185,0.114412725,0.183872908,0.232983023,0.266797692,0.122712284,0.201711923,0.256685644,0.299109131,0.128376395,0.210137993,0.262292534,0.303546995,0.133578658,0.190864176,0.231154531,0.26624915,0,-0.04130882,-0.060401976,-0.069766462,-0.081841469,-0.08641398,-0.138159752,-0.177915215,-0.205381095,-0.074715436,-0.12932235,-0.166575611,-0.195582896,-0.049341381,-0.097728014,-0.128542304,-0.151630998,-0.009641588,-0.031124234,-0.048373461,-0.062286019,0,-0.052226841,-0.069072783,-0.068252385,-0.06466049,-0.070669591,-0.080135942,-0.087785482,-0.092480183,-0.06302768,-0.075604558,-0.086765289,-0.094166696,-0.061265588,-0.078651845,-0.096026719,-0.106630147,-0.066348553,-0.086461723,-0.098863959,-0.107165039,0,-0.040404975,-0.123401999,-0.182727873,-0.228901267,-0.16364783,-0.23857969,-0.295022786,-0.342966735,-0.174730361,-0.257167876,-0.316209376,-0.371360958,-0.17716068,-0.257620335,-0.311512053,-0.354954839,-0.170436621,-0.225774527,-0.259311259,-0.285987675,0,0.078072445,0.151002643,0.195156049,0.228519972,0.200550571,0.282462098,0.341477111,0.384721197,0.210955729,0.305366843,0.374631562,0.430771172,0.228695988,0.33009866,0.402331475,0.457805495,0.256565649,0.338819111,0.391672004,0.435293679
Ox,0,-0.06055665,-0.08887732,-0.094341934,-0.096350908,-0.085597277,-0.098813236,-0.108261824,-0.113538504,-0.07274586,-0.086510003,-0.099876642,-0.109870732,-0.058797836,-0.072378755,-0.084739506,-0.092605829,-0.047263324,-0.067524195,-0.078860402,-0.085478842,0,-0.012405336,-0.07316339,-0.118422031,-0.154139578,-0.106077075,-0.157884419,-0.199007928,-0.234590292,-0.118155956,-0.173809528,-0.221084267,-0.267849982,-0.125495374,-0.175615728,-0.215246141,-0.251074433,-0.127958059,-0.162688613,-0.189015687,-0.214222491,0,0.048131526,0.08723557,0.109482884,0.128315896,0.148269385,0.196841657,0.222005248,0.243250012,0.158599168,0.22932303,0.274131775,0.303330779,0.160314381,0.245589912,0.290862262,0.323987901,0.162106037,0.220616877,0.264667153,0.300471187,0,-0.005211592,-0.003409803,0.007566988,0.015051305,-0.08064425,-0.14583993,-0.196182609,-0.240380049,-0.074978828,-0.110036969,-0.102295816,-0.089423478,-0.053547919,-0.08305186,-0.075711012,-0.062642217,-0.014145136,-0.024756372,-0.022491276,-0.018261909,0,0.108925982,0.189423634,0.239620094,0.281248516,0.235245497,0.295900127,0.330279156,0.356835489,0.235339725,0.322207144,0.392419408,0.450079444,0.230622202,0.331167846,0.400682843,0.457227554,0.23830424,0.319453565,0.38176113,0.432848674
Ox,0,-0.061934292,-0.094522417,-0.105658412,-0.109010279,-0.08327347,-0.1034199,-0.117197335,-0.127699792,-0.07067585,-0.09012574,-0.104595721,-0.116093695,-0.059159696,-0.077016056,-0.094970703,-0.108725667,-0.0522331,-0.076766074,-0.089936435,-0.098798692,0,-0.012229741,-0.067793429,-0.108399391,-0.140366077,-0.101494133,-0.14728415,-0.174059689,-0.196763754,-0.113343298,-0.162490904,-0.191921175,-0.221114188,-0.122124672,-0.167726994,-0.196626186,-0.222914845,-0.125754535,-0.155284643,-0.173820794,-0.190982997,0,0.051750988,0.089864939,0.113167584,0.136122286,0.14707464,0.217397034,0.261611283,0.299287081,0.154803336,0.235975027,0.283836663,0.317482948,0.155932754,0.241588891,0.286456406,0.318903744,0.157406569,0.214743674,0.254701257,0.287150443,0,0.007198989,0.012845397,0.020241618,0.027043462,-0.050290048,-0.06424439,-0.064668715,-0.058548093,-0.048834264,-0.074315012,-0.069952965,-0.059841335,-0.0328843,-0.053909779,-0.050540626,-0.043719888,0.000298977,-0.0051862,-0.005684972,-0.00560528,0,0.11533351,0.201249391,0.253837203,0.296843273,0.235970571,0.33138966,0.394287147,0.44879991,0.234525646,0.337811631,0.40713138,0.462598788,0.232870364,0.338324504,0.408445383,0.463656927,0.244618639,0.327883326,0.383464201,0.428160756
Ox,0,-0.066905558,-0.09792459,-0.106526077,-0.10828352,-0.082680106,-0.096563399,-0.119463027,-0.139611602,-0.057497501,-0.057781816,-0.074837804,-0.090177834,-0.030996799,-0.023967683,-0.033148289,-0.039296925,-0.007874727,-0.00785929,-0.008204341,-0.006277621,0,-0.027323663,-0.096629083,-0.148855984,-0.190807223,-0.140630364,-0.195603311,-0.225325584,-0.247574508,-0.147026658,-0.211613119,-0.255727053,-0.291763783,-0.142701447,-0.202004313,-0.242123783,-0.273700774,-0.130363226,-0.171858847,-0.198400199,-0.221132696,0,0.0545834,0.116327912,0.156120807,0.191926152,0.15799883,0.230651706,0.278067499,0.316838473,0.160777897,0.23241964,0.273524731,0.300862879,0.157806367,0.23546043,0.281063944,0.314055413,0.151744336,0.213741034,0.257210106,0.292649418,0,-0.039387345,-0.05857414,-0.066164255,-0.07150048,-0.058921158,-0.05406189,-0.041393936,-0.026491344,-0.040380955,-0.048715115,-0.033692479,-0.017493069,-0.009541392,-0.021131277,-0.013002336,-0.003541708,0.033958614,0.032096684,0.032639802,0.032005966,0,0.122086443,0.217605867,0.275356692,0.3230479,0.2541707,0.356516057,0.438019829,0.507172985,0.242935085,0.332795199,0.413105081,0.477637167,0.231037304,0.316256228,0.388877827,0.444796353,0.229084946,0.301171981,0.351886786,0.391709786
Ox,0,-0.060335219,-0.089258254,-0.10193336,-0.114444613,-0.057777047,-0.083738446,-0.095955908,-0.107317746,-0.036149502,-0.065841198,-0.113122582,-0.15133059,-0.017910361,-0.04528904,-0.08310461,-0.109094799,-0.006924331,-0.033908546,-0.057637572,-0.072875321,0,-0.025540948,-0.083748996,-0.12659508,-0.162380636,-0.162784636,-0.226557314,-0.280905902,-0.324231565,-0.155259669,-0.192473888,-0.196943641,-0.186770737,-0.124984384,-0.152318418,-0.156299949,-0.149435043,-0.07708317,-0.08737886,-0.090895355,-0.08935684,0,0.069222629,0.123348236,0.156513512,0.186002672,0.149505585,0.219895542,0.265995204,0.294182599,0.158324599,0.240250051,0.284697175,0.301958263,0.161757171,0.24663806,0.286418557,0.308923721,0.161678404,0.226493835,0.26892072,0.300093234,0,-0.04190886,-0.050975263,-0.046501279,-0.031146049,-0.071962953,-0.077151835,-0.059371293,-0.034130275,-0.048738241,-0.060798109,-0.033497393,-0.001797557,-0.015611708,-0.029740453,-0.008896708,0.015173137,0.033750653,0.025482595,0.031553566,0.038064063,0,0.130587689,0.215117728,0.270573101,0.327858335,0.22630658,0.338401531,0.424365634,0.495339565,0.221736309,0.33321219,0.430087474,0.489577228,0.210339736,0.316617733,0.397838016,0.449260878,0.201769717,0.283808224,0.348760744,0.394134024
Ox,0,-0.045102477,-0.080718338,-0.104579329,-0.126905918,-0.075183988,-0.129441798,-0.166847348,-0.19683665,-0.069881201,-0.135670424,-0.184088141,-0.222557485,-0.06658566,-0.122238874,-0.16036281,-0.187077731,-0.067582309,-0.099103212,-0.10412991,-0.104359031,0,-0.061474025,-0.126533628,-0.169379592,-0.197475135,-0.168300092,-0.195128143,-0.204893231,-0.212643385,-0.153691232,-0.18438983,-0.195258915,-0.200757802,-0.121164083,-0.15215224,-0.16223371,-0.171846628,-0.0743047,-0.078871429,-0.080245078,-0.084017217,0,0.070185691,0.145885408,0.204835504,0.250869751,0.171620011,0.249169111,0.298552632,0.338482082,0.175590187,0.26365304,0.321610153,0.369159758,0.171845496,0.252116203,0.303822696,0.345584929,0.163518786,0.224486887,0.262006104,0.292220056,0,0.058817029,0.094068885,0.098642349,0.090317607,0.043153286,0.017295599,-0.006258905,-0.032126784,0.011298656,-0.002052784,-0.013962924,-0.029066205,-0.013872981,-0.027417243,-0.035932839,-0.045499563,-0.034923732,-0.062902093,-0.07775569,-0.093289793,0,0.166617224,0.31625105,0.409357179,0.47490959,0.324999608,0.434131393,0.506016539,0.564935738,0.295766573,0.438982946,0.53721411,0.616122796,0.261458977,0.394589082,0.481061425,0.547442317,0.234432457,0.323983908,0.366144477,0.396687475
Ox,0,-0.052983344,-0.082272053,-0.100707352,-0.114716291,-0.072011769,-0.077788949,-0.095773637,-0.113757074,-0.046482027,-0.043873489,-0.053866804,-0.060768962,-0.019769907,-0.000323415,0.013133705,0.02557838,0.006380975,0.015788734,0.025735199,0.036190152,0,-0.046635807,-0.110771954,-0.155065536,-0.19577831,-0.158890188,-0.202280402,-0.227967918,-0.250648022,-0.16469866,-0.219220936,-0.25849849,-0.291712552,-0.158121228,-0.204551876,-0.238893032,-0.266419411,-0.139113724,-0.172737837,-0.192430556,-0.208612144,0,0.056096673,0.103344709,0.134891719,0.161369532,0.148040682,0.194611579,0.220466882,0.240294367,0.161609858,0.237846047,0.277298659,0.303656906,0.164357036,0.24937287,0.285007507,0.308325082,0.16202423,0.22436288,0.265066475,0.2988756,0,-0.038600922,-0.049525678,-0.051159322,-0.054126501,-0.059157252,-0.120574176,-0.16560179,-0.203667581,-0.039174676,-0.071908116,-0.101118028,-0.131731331,-0.014293134,-0.04331255,-0.06880337,-0.093973458,0.016905248,0.008938789,0.000982702,-0.011278212,0,0.109375543,0.195460197,0.257494512,0.310304072,0.241598302,0.284390498,0.322331506,0.357154847,0.243019553,0.317910308,0.366659479,0.397995231,0.233643429,0.297231147,0.320695895,0.331184698,0.220378634,0.276603635,0.307714393,0.328548817
Ox,0,-0.051213562,-0.07394433,-0.085182428,-0.091242373,-0.063477874,-0.068184316,-0.083289683,-0.097482622,-0.041030526,-0.041710615,-0.053633571,-0.063305199,-0.017124891,-0.009910345,-0.008240759,-0.005073965,0.004011452,0.002620995,0.004667938,0.008347094,0,-0.041438043,-0.109089017,-0.157999098,-0.198387623,-0.154711008,-0.200257301,-0.229909837,-0.255165815,-0.159962952,-0.213690102,-0.252039671,-0.28302449,-0.158004344,-0.206740201,-0.243367255,-0.270950079,-0.149593055,-0.191969097,-0.219779074,-0.242078245,0,0.052410752,0.102646917,0.13528952,0.164759606,0.153857678,0.218865186,0.256684452,0.286364287,0.160293192,0.236680657,0.277435809,0.302982599,0.15748778,0.24079749,0.284351379,0.312909812,0.15185979,0.215121537,0.258929104,0.294745892,0,-0.033177257,-0.03866291,-0.042474806,-0.051421523,-0.030385435,-0.069414496,-0.103534281,-0.136300862,-0.01678741,-0.058085501,-0.093759477,-0.131027341,-0.002441406,-0.036047518,-0.068491817,-0.101424575,0.013569057,0.006407261,-0.003935397,-0.018966615,0,0.103953062,0.190116557,0.248905086,0.295188157,0.250382888,0.315463558,0.362702624,0.401829972,0.247043468,0.318927095,0.366959881,0.396572672,0.233857675,0.303299209,0.340868858,0.360350633,0.220184027,0.290705452,0.333522463,0.363046926
Ox,0,-0.015301704,-0.039250255,-0.06187427,-0.084239632,-0.03914851,-0.074030578,-0.101541549,-0.126575917,-0.044980645,-0.083410472,-0.111290842,-0.1365439,-0.060046077,-0.097311705,-0.125335246,-0.148476064,-0.083848029,-0.110845953,-0.129047334,-0.145218611,0,-0.0685004,-0.127848446,-0.163887978,-0.187459707,-0.160321772,-0.200155735,-0.226739943,-0.250272274,-0.152552128,-0.197066605,-0.22345221,-0.249310195,-0.131777525,-0.180398643,-0.211125851,-0.242953658,-0.098250031,-0.141599834,-0.171458423,-0.201488853,0,0.05803293,0.119930893,0.160565406,0.19624272,0.175538123,0.247680157,0.287579179,0.3207784,0.181542844,0.263207138,0.314267129,0.348241061,0.178229421,0.257672936,0.290893018,0.307678193,0.170723826,0.233165741,0.25511077,0.261565596,0,-0.017546475,-0.029895246,-0.046983302,-0.066880941,-0.049535751,-0.099288523,-0.134408057,-0.157783329,-0.039730489,-0.096679747,-0.128670275,-0.151265979,-0.029035628,-0.081533551,-0.127051115,-0.162222743,-0.014521778,-0.057538569,-0.09100467,-0.120158792,0,0.089298774,0.186904969,0.251288903,0.305302454,0.241586201,0.337152772,0.399925141,0.456815159,0.253064445,0.360861869,0.435985323,0.494599966,0.259482389,0.368494778,0.424634583,0.463243119,0.267987406,0.354133226,0.392492364,0.41483487
Ox,0,-0.068387687,-0.102626503,-0.116189659,-0.118455291,-0.094025254,-0.116984248,-0.144238293,-0.166015118,-0.07252425,-0.076697767,-0.079915643,-0.080975354,-0.052371562,-0.062628686,-0.071237862,-0.075473487,-0.040575922,-0.064909875,-0.074687898,-0.079934835,0,-0.022913039,-0.085507274,-0.1276173,-0.16357857,-0.148608208,-0.181428075,-0.202281296,-0.221776426,-0.160168529,-0.209333956,-0.243630528,-0.273843825,-0.158626378,-0.199029684,-0.232285023,-0.261146963,-0.142736495,-0.152148604,-0.158182681,-0.165028214,0,0.04617092,0.103810251,0.135347009,0.164866596,0.168094903,0.24037683,0.280419648,0.312699318,0.174230576,0.242307782,0.254098296,0.248996139,0.174189746,0.259270787,0.2825405,0.289713144,0.173867345,0.240144432,0.276199281,0.298946381,0,-0.009646177,-0.036819756,-0.058363438,-0.086242199,-0.061904371,-0.113142312,-0.151061952,-0.181695938,-0.05892247,-0.144914567,-0.206229299,-0.247251868,-0.051370025,-0.113314211,-0.160093904,-0.193117857,-0.03390646,-0.057948112,-0.082909405,-0.105939984,0,0.115324256,0.212100466,0.260896133,0.293687259,0.276087907,0.363826725,0.427735652,0.480389381,0.266718406,0.325444923,0.336101418,0.331041263,0.250667013,0.333116216,0.361068812,0.371469023,0.240478463,0.319267698,0.358870281,0.383461073
Ox,0,-0.058368087,-0.105662227,-0.136114776,-0.157499075,-0.090682387,-0.095118463,-0.105984569,-0.117381752,-0.064020991,-0.06262809,-0.072707355,-0.081056118,-0.034035146,-0.019628942,-0.013063908,-0.006901622,-0.003283799,0.002045572,0.007469058,0.013255894,0,-0.024023414,-0.076916277,-0.120651305,-0.160130739,-0.138259113,-0.190307796,-0.221241117,-0.247582138,-0.149912357,-0.210309625,-0.252284944,-0.28591004,-0.149963498,-0.203596413,-0.242939532,-0.271775246,-0.138964891,-0.175459087,-0.198220015,-0.215015352,0,0.052031577,0.097786009,0.129740298,0.159382403,0.14238143,0.18198961,0.196322024,0.197160304,0.159738481,0.228525877,0.26206398,0.270804882,0.166780174,0.241636634,0.275552809,0.290273428,0.171467245,0.229784966,0.26744175,0.29341042,0,-0.039587677,-0.05545634,-0.06442827,-0.078226626,-0.076683164,-0.143323779,-0.189863563,-0.224804223,-0.069639444,-0.129734397,-0.170031309,-0.207322478,-0.057391584,-0.10941869,-0.139047146,-0.165488899,-0.035368204,-0.061507344,-0.080825865,-0.103161335,0,0.111491399,0.204576914,0.271735073,0.32729521,0.241060864,0.28106295,0.303930628,0.315365721,0.237722616,0.302097666,0.344728164,0.360530398,0.221125195,0.277721344,0.30674621,0.315610199,0.203150685,0.254657085,0.285249341,0.301658548
Ox,0,0.054207861,0.113101155,0.158071786,0.185247451,0.13275668,0.182629883,0.216833889,0.241963238,0.132358968,0.186286896,0.228095412,0.261744827,0.125320971,0.179142833,0.212789327,0.237073064,0.112959713,0.155956537,0.188201398,0.214239627,0,0.028068483,0.028562427,0.007918179,-0.018436611,0.047995925,0.004302204,-0.029091597,-0.052339941,0.029888928,-0.022497237,-0.053074598,-0.077021688,0.009681404,-0.033750057,-0.058764964,-0.079061389,-0.009965777,-0.030244052,-0.044781297,-0.05963245,0,-0.001702368,-0.013075501,-0.022148043,-0.033358067,-0.038491219,-0.070139498,-0.087718606,-0.098308146,-0.052773803,-0.098255843,-0.121761084,-0.137732148,-0.070023566,-0.121455133,-0.154427499,-0.178417921,-0.088989973,-0.13191396,-0.156119704,-0.174666941,0,-0.056565881,-0.10751003,-0.129716873,-0.149466664,-0.151259691,-0.218165696,-0.271081448,-0.315534323,-0.151304275,-0.20941782,-0.257534504,-0.299863338,-0.139010131,-0.20058924,-0.243372977,-0.278982997,-0.119173825,-0.170921803,-0.201246619,-0.222498238,0,0.10143436,0.1855701,0.226765505,0.254867117,0.262733027,0.336725892,0.388987545,0.430181238,0.259046559,0.340446582,0.405220213,0.457427868,0.245496764,0.343794197,0.411008899,0.461087202,0.229586744,0.32040545,0.378204202,0.421632048
Ox,0,0.059387982,0.127223283,0.180777997,0.214876205,0.152465373,0.204102784,0.236381292,0.262554497,0.145659477,0.188165873,0.200092375,0.205754131,0.129690439,0.173565179,0.181087494,0.185705185,0.108822376,0.148191839,0.179143131,0.209160388,0,0.035675526,0.034643054,0.013655424,-0.008628368,0.040324628,-0.01827383,-0.053634524,-0.07614395,0.019710779,-0.067318439,-0.108950675,-0.135754466,-0.005607247,-0.076018423,-0.102728784,-0.116998434,-0.032534093,-0.060303211,-0.074779809,-0.088157922,0,-0.005690306,-0.020901531,-0.036642075,-0.059033036,-0.035233676,-0.058107704,-0.063697368,-0.070272118,-0.044937164,-0.082150668,-0.096629351,-0.106824219,-0.062997222,-0.126289397,-0.168809444,-0.199391827,-0.08421278,-0.143267542,-0.174482733,-0.198147506,0,-0.074332237,-0.142749846,-0.181748092,-0.206109524,-0.166639686,-0.241211236,-0.287410766,-0.334382355,-0.173632294,-0.232998848,-0.274183333,-0.311807156,-0.167209178,-0.235438973,-0.277269423,-0.312305599,-0.154166937,-0.210651815,-0.232030481,-0.243432343,0,0.12781585,0.231104309,0.292325198,0.337675997,0.279401433,0.344173542,0.380392604,0.421260761,0.271493321,0.317050517,0.339625698,0.358747508,0.251483038,0.339599292,0.391014452,0.431792308,0.228160295,0.327953158,0.387012953,0.435901211
Ox,0,0.071171582,0.147478282,0.203985542,0.250141859,0.175196379,0.243967175,0.292319655,0.333361208,0.177325547,0.258227468,0.315928459,0.360141873,0.171846062,0.254252195,0.306698263,0.34782058,0.162536293,0.221922845,0.260247648,0.291894853,0,-0.043212235,-0.049479842,-0.034391046,-0.029626012,-0.094393134,-0.130766451,-0.144136667,-0.145945609,-0.074305654,-0.104112148,-0.107903838,-0.104452014,-0.043341875,-0.071144402,-0.080151021,-0.083401382,-0.000393271,-0.013922215,-0.018158734,-0.021728337,0,-0.032591224,-0.059778512,-0.082083404,-0.106209099,-0.06573385,-0.115255177,-0.154479951,-0.184637845,-0.070169806,-0.132457793,-0.175604939,-0.20843941,-0.078355372,-0.134563297,-0.18032831,-0.214928806,-0.091165841,-0.124133885,-0.154799819,-0.183986813,0,-0.066219091,-0.11845994,-0.151008546,-0.174301863,-0.17293644,-0.201623261,-0.209144354,-0.210987747,-0.164265811,-0.197509885,-0.196690619,-0.191447854,-0.138303518,-0.182480037,-0.191449046,-0.194857776,-0.099303603,-0.141295314,-0.163584352,-0.180524528,0,0.106282808,0.218434504,0.308925692,0.384599932,0.253409602,0.366143942,0.451504028,0.522066565,0.263337768,0.40169405,0.499487912,0.575198185,0.267616276,0.404441727,0.499581958,0.573680572,0.272301352,0.368753531,0.43978746,0.501676779
